Task,LeftLabel,RightLabel,faceImages,RatingBlockOrder.thisRepN,RatingBlockOrder.thisTrialN,RatingBlockOrder.thisN,RatingBlockOrder.thisIndex,originalFaceTrials.thisRepN,originalFaceTrials.thisTrialN,originalFaceTrials.thisN,originalFaceTrials.thisIndex,image_2.started,slider.started,text_2.started,slider_2.started,text_3.started,mouse_7.started,image_3.started,slider.response,slider.rt,slider_2.response,slider_2.rt,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,mouse_7.time,EndText.started,Name,Gender,Age,Ethnicity,date,expName,psychopyVersion,frameRate,
treatment,0% Never,100% Always,images\ LCHEEK_087_M_M_N_A.png,0,0,0,0,57,59,5474,21,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\FOREHEAD_136_M_M_N_A.png,0,0,0,0,57,60,5475,3,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\FOREHEAD_087_M_M_N_A.png,0,0,0,0,57,61,5476,2,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,"images\ RCHEEK_CFD_BM_234_172_N.png
",0,0,0,0,57,62,5477,87,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_BF_224_002_N.png,0,0,0,0,57,63,5478,9,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\ LIP_CFD_WM_212_097_N.png,0,0,0,0,57,64,5479,56,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,"images\ LCHEEK_CFD_WF_002_004_N.png
",0,0,0,0,57,65,5480,34,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\ LIP_087_M_M_N_A.png,0,0,0,0,57,66,5481,40,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,"images\ LIP_CFD_AM_233_236_N.png
",0,0,0,0,57,67,5482,45,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_LM_203_026_N.png,0,0,0,0,57,68,5483,71,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\ LIP_CFD_WF_250_167_N.png,0,0,0,0,57,69,5484,55,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\ LIP_CFD_AF_245_143_N.png,0,0,0,0,57,70,5485,44,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,"images\ NASALTIP_CFD_BM_234_172_N.png
",0,0,0,0,57,71,5486,68,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,"images\ NASALTIP_CFD_WF_002_004_N.png
",0,0,0,0,57,72,5487,72,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_LF_224_176_N.png,0,0,0,0,57,73,5488,88,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_BF_214_308_N.png,0,0,0,0,57,74,5489,27,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\ LIP_CFD_AF_231_357_N.png,0,0,0,0,57,75,5490,42,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_WF_002_004_N.png,0,0,0,0,57,76,5491,15,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,"images\ LIP_CFD_WF_002_004_N.png
",0,0,0,0,57,77,5492,53,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_WM_212_097_N.png,0,0,0,0,57,78,5493,18,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,"images\ RCHEEK_CFD_WF_002_004_N.png
",0,0,0,0,57,79,5494,91,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_AF_237_223_N.png,0,0,0,0,57,80,5495,81,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_LM_203_026_N.png,0,0,0,0,57,81,5496,33,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,"images\ NASALTIP_136_M_M_N_A.png
",0,0,0,0,57,82,5497,60,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\ LIP_035_M_F_N_A.png,0,0,0,0,57,83,5498,39,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_AF_237_223_N.png,0,0,0,0,57,84,5499,5,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\FOREHEAD_035_M_F_N_A.png,0,0,0,0,57,85,5500,1,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\ LIP_CFD_BF_214_308_N.png,0,0,0,0,57,86,5501,46,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_LM_201_057_N.png,0,0,0,0,57,87,5502,70,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_WF_200_099_N.png,0,0,0,0,57,88,5503,92,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_AM_233_236_N.png,0,0,0,0,57,89,5504,7,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_LM_201_057_N.png,0,0,0,0,57,90,5505,32,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_BM_213_134_N.png,0,0,0,0,57,91,5506,86,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,"images\ NASALTIP_CFD_AM_233_236_N.png
",0,0,0,0,57,92,5507,64,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,"images\ LCHEEK_136_M_M_N_A.png
",0,0,0,0,57,93,5508,22,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\ LIP_CFD_LM_203_026_N.png,0,0,0,0,57,94,5509,52,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_LM_201_057_N.png,0,0,0,0,58,0,5510,89,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_WF_250_167_N.png,0,0,0,0,58,1,5511,74,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\ LIP_CFD_WF_250_167_N.png,0,0,0,0,58,2,5512,55,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,"images\ LCHEEK_CFD_BM_234_172_N.png
",0,0,0,0,58,3,5513,30,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\ LIP_006_M_F_N_A.png,0,0,0,0,58,4,5514,38,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_AF_231_357_N.png,0,0,0,0,58,5,5515,23,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,"images\ LCHEEK_136_M_M_N_A.png
",0,0,0,0,58,6,5516,22,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_BF_214_308_N.png,0,0,0,0,58,7,5517,65,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,"images\ RCHEEK_136_M_M_N_A.png
",0,0,0,0,58,8,5518,79,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_BF_224_002_N.png,0,0,0,0,58,9,5519,66,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\FOREHEAD_136_M_M_N_A.png,0,0,0,0,58,10,5520,3,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\ LIP_CFD_BF_214_308_N.png,0,0,0,0,58,11,5521,46,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_WF_002_004_N.png,0,0,0,0,58,12,5522,15,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_LM_201_057_N.png,0,0,0,0,58,13,5523,32,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,"images\ LIP_CFD_AM_233_236_N.png
",0,0,0,0,58,14,5524,45,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_LM_203_026_N.png,0,0,0,0,58,15,5525,71,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_WF_200_099_N.png,0,0,0,0,58,16,5526,73,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\ LIP_CFD_WM_212_097_N.png,0,0,0,0,58,17,5527,56,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,"images\ NASALTIP_CFD_AM_233_236_N.png
",0,0,0,0,58,18,5528,64,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_AF_237_223_N.png,0,0,0,0,58,19,5529,24,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\ RCHEEK_035_M_F_N_A.png,0,0,0,0,58,20,5530,77,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_WM_212_097_N.png,0,0,0,0,58,21,5531,18,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_LM_203_026_N.png,0,0,0,0,58,22,5532,14,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,"images\ LCHEEK_CFD_AM_233_236_N.png
",0,0,0,0,58,23,5533,26,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\ LIP_CFD_WF_200_099_N.png,0,0,0,0,58,24,5534,54,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,"images\ RCHEEK_CFD_AM_233_236_N.png
",0,0,0,0,58,25,5535,83,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\ LIP_CFD_LM_201_057_N.png,0,0,0,0,58,26,5536,51,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_BM_213_134_N.png,0,0,0,0,58,27,5537,67,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\ RCHEEK_006_M_F_N_A.png,0,0,0,0,58,28,5538,76,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,"images\ LCHEEK_CFD_WF_002_004_N.png
",0,0,0,0,58,29,5539,34,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_BF_214_308_N.png,0,0,0,0,58,30,5540,84,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_AF_245_143_N.png,0,0,0,0,58,31,5541,82,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_LF_224_176_N.png,0,0,0,0,58,32,5542,88,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\ LIP_CFD_AF_231_357_N.png,0,0,0,0,58,33,5543,42,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_LF_224_176_N.png,0,0,0,0,58,34,5544,31,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,"images\ RCHEEK_CFD_BM_234_172_N.png
",0,0,0,0,58,35,5545,87,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_BF_224_002_N.png,0,0,0,0,58,36,5546,85,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\ NASALTIP_006_M_F_N_A.png,0,0,0,0,58,37,5547,57,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_WM_212_097_N.png,0,0,0,0,58,38,5548,94,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_AF_237_223_N.png,0,0,0,0,58,39,5549,62,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,"images\ LIP_136_M_M_N_A.png
",0,0,0,0,58,40,5550,41,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_BF_214_308_N.png,0,0,0,0,58,41,5551,27,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\ LIP_CFD_LM_203_026_N.png,0,0,0,0,58,42,5552,52,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\FOREHEAD_087_M_M_N_A.png,0,0,0,0,58,43,5553,2,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\FOREHEAD_006_M_F_N_A.png,0,0,0,0,58,44,5554,0,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_WM_212_097_N.png,0,0,0,0,58,45,5555,37,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\ NASALTIP_035_M_F_N_A.png,0,0,0,0,58,46,5556,58,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\ LIP_CFD_AF_237_223_N.png,0,0,0,0,58,47,5557,43,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_LF_224_176_N.png,0,0,0,0,58,48,5558,12,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\ LCHEEK_035_M_F_N_A.png,0,0,0,0,58,49,5559,20,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\FOREHEAD_035_M_F_N_A.png,0,0,0,0,58,50,5560,1,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\ RCHEEK_087_M_M_N_A.png,0,0,0,0,58,51,5561,78,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,"images\ NASALTIP_CFD_WF_002_004_N.png
",0,0,0,0,58,52,5562,72,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_BF_224_002_N.png,0,0,0,0,58,53,5563,9,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_AF_231_357_N.png,0,0,0,0,58,54,5564,4,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_WF_200_099_N.png,0,0,0,0,58,55,5565,35,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\ LIP_035_M_F_N_A.png,0,0,0,0,58,56,5566,39,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,"images\ LIP_CFD_BM_234_172_N.png
",0,0,0,0,58,57,5567,49,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_LM_203_026_N.png,0,0,0,0,58,58,5568,90,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_AF_245_143_N.png,0,0,0,0,58,59,5569,6,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_AF_237_223_N.png,0,0,0,0,58,60,5570,81,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\ LIP_CFD_BM_213_134_N.png,0,0,0,0,58,61,5571,48,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\ LCHEEK_087_M_M_N_A.png,0,0,0,0,58,62,5572,21,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_BM_234_172_N.png,0,0,0,0,58,63,5573,11,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,"images\ NASALTIP_136_M_M_N_A.png
",0,0,0,0,58,64,5574,60,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\ LCHEEK_006_M_F_N_A.png,0,0,0,0,58,65,5575,19,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_LF_224_176_N.png,0,0,0,0,58,66,5576,69,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_AM_233_236_N.png,0,0,0,0,58,67,5577,7,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,"images\ NASALTIP_CFD_BM_234_172_N.png
",0,0,0,0,58,68,5578,68,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_BF_224_002_N.png,0,0,0,0,58,69,5579,28,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_AF_245_143_N.png,0,0,0,0,58,70,5580,25,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_BM_213_134_N.png,0,0,0,0,58,71,5581,29,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\ NASALTIP_087_M_M_N_A.png,0,0,0,0,58,72,5582,59,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_WM_212_097_N.png,0,0,0,0,58,73,5583,75,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_LM_203_026_N.png,0,0,0,0,58,74,5584,33,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_BM_213_134_N.png,0,0,0,0,58,75,5585,10,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\ LIP_CFD_LF_224_176_N.png,0,0,0,0,58,76,5586,50,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_LM_201_057_N.png,0,0,0,0,58,77,5587,13,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_WF_200_099_N.png,0,0,0,0,58,78,5588,92,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h10.54.195,FaceAttractiveness,2022.2.5,143.3163694789474,
