Task,LeftLabel,RightLabel,faceImages,RatingBlockOrder.thisRepN,RatingBlockOrder.thisTrialN,RatingBlockOrder.thisN,RatingBlockOrder.thisIndex,originalFaceTrials.thisRepN,originalFaceTrials.thisTrialN,originalFaceTrials.thisN,originalFaceTrials.thisIndex,face_image_q.started,text_2.started,slider_2.started,text_3.started,mouse_7.started,image_3.started,slider.started,text_2.stopped,text_3.stopped,mouse_7.stopped,image_3.stopped,slider.response,slider.rt,slider_2.response,slider_2.rt,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,mouse_7.time,EndText.started,EndText.stopped,Name,Gender,Age,Ethnicity,date,expName,psychopyVersion,frameRate,
treatment,0% Never,100% Always,images\ LIP_CFD_AF_245_143_N.png,0,0,0,0,60,28,5728,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_BF_214_308_N.png,0,0,0,0,60,29,5729,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_BF_214_308_N.png,0,0,0,0,60,30,5730,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LIP_CFD_WM_212_097_N.png,0,0,0,0,60,31,5731,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,"images\ RCHEEK_CFD_WF_002_004_N.png
",0,0,0,0,60,32,5732,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ RCHEEK_006_M_F_N_A.png,0,0,0,0,60,33,5733,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_AF_237_223_N.png,0,0,0,0,60,34,5734,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ RCHEEK_035_M_F_N_A.png,0,0,0,0,60,35,5735,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,"images\ RCHEEK_136_M_M_N_A.png
",0,0,0,0,60,36,5736,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ NASALTIP_006_M_F_N_A.png,0,0,0,0,60,37,5737,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LIP_CFD_WF_250_167_N.png,0,0,0,0,60,38,5738,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,"images\ LIP_136_M_M_N_A.png
",0,0,0,0,60,39,5739,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,"images\ LIP_CFD_AM_233_236_N.png
",0,0,0,0,60,40,5740,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,"images\ NASALTIP_136_M_M_N_A.png
",0,0,0,0,60,41,5741,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,"images\ LIP_CFD_WF_002_004_N.png
",0,0,0,0,60,42,5742,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_LM_201_057_N.png,0,0,0,0,60,43,5743,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LIP_CFD_LM_203_026_N.png,0,0,0,0,60,44,5744,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_BF_224_002_N.png,0,0,0,0,60,45,5745,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_WF_250_167_N.png,0,0,0,0,60,46,5746,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_136_M_M_N_A.png,0,0,0,0,60,47,5747,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_WM_212_097_N.png,0,0,0,0,60,48,5748,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_BF_214_308_N.png,0,0,0,0,60,49,5749,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_LM_201_057_N.png,0,0,0,0,60,50,5750,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_AF_237_223_N.png,0,0,0,0,60,51,5751,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_BF_224_002_N.png,0,0,0,0,60,52,5752,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_WF_200_099_N.png,0,0,0,0,60,53,5753,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_LF_224_176_N.png,0,0,0,0,60,54,5754,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,"images\ RCHEEK_CFD_AM_233_236_N.png
",0,0,0,0,60,55,5755,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_087_M_M_N_A.png,0,0,0,0,60,56,5756,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LIP_035_M_F_N_A.png,0,0,0,0,60,57,5757,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_AF_237_223_N.png,0,0,0,0,60,58,5758,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,"images\ LCHEEK_CFD_BM_234_172_N.png
",0,0,0,0,60,59,5759,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_LM_203_026_N.png,0,0,0,0,60,60,5760,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_BM_213_134_N.png,0,0,0,0,60,61,5761,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_BF_224_002_N.png,0,0,0,0,60,62,5762,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LIP_CFD_LF_224_176_N.png,0,0,0,0,60,63,5763,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_WF_250_167_N.png,0,0,0,0,60,64,5764,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LIP_CFD_WF_200_099_N.png,0,0,0,0,60,65,5765,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_WF_002_004_N.png,0,0,0,0,60,66,5766,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LIP_CFD_BF_214_308_N.png,0,0,0,0,60,67,5767,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,"images\ LCHEEK_CFD_AM_233_236_N.png
",0,0,0,0,60,68,5768,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ NASALTIP_035_M_F_N_A.png,0,0,0,0,60,69,5769,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,"images\ LCHEEK_CFD_WF_002_004_N.png
",0,0,0,0,60,70,5770,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_BF_214_308_N.png,0,0,0,0,60,71,5771,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LIP_CFD_LM_201_057_N.png,0,0,0,0,60,72,5772,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_AF_231_357_N.png,0,0,0,0,60,73,5773,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_AF_231_357_N.png,0,0,0,0,60,74,5774,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_AF_231_357_N.png,0,0,0,0,60,75,5775,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ RCHEEK_087_M_M_N_A.png,0,0,0,0,60,76,5776,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,"images\ NASALTIP_CFD_BM_234_172_N.png
",0,0,0,0,60,77,5777,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,"images\ LCHEEK_136_M_M_N_A.png
",0,0,0,0,60,78,5778,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_BM_234_172_N.png,0,0,0,0,60,79,5779,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ NASALTIP_087_M_M_N_A.png,0,0,0,0,60,80,5780,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LIP_006_M_F_N_A.png,0,0,0,0,60,81,5781,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_WF_250_167_N.png,0,0,0,0,60,82,5782,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LCHEEK_087_M_M_N_A.png,0,0,0,0,60,83,5783,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LIP_CFD_BM_213_134_N.png,0,0,0,0,60,84,5784,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_BM_213_134_N.png,0,0,0,0,60,85,5785,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_WF_250_167_N.png,0,0,0,0,60,86,5786,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_AF_245_143_N.png,0,0,0,0,60,87,5787,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_AF_245_143_N.png,0,0,0,0,60,88,5788,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_WF_200_099_N.png,0,0,0,0,60,89,5789,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_LF_224_176_N.png,0,0,0,0,60,90,5790,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_AF_245_143_N.png,0,0,0,0,60,91,5791,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_WM_212_097_N.png,0,0,0,0,60,92,5792,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_BM_213_134_N.png,0,0,0,0,60,93,5793,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_BF_224_002_N.png,0,0,0,0,60,94,5794,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_BM_234_172_N.png,0,0,0,0,61,0,5795,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LIP_CFD_LM_201_057_N.png,0,0,0,0,61,1,5796,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LIP_087_M_M_N_A.png,0,0,0,0,61,2,5797,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_LM_201_057_N.png,0,0,0,0,61,3,5798,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_AF_231_357_N.png,0,0,0,0,61,4,5799,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_BF_224_002_N.png,0,0,0,0,61,5,5800,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_AF_237_223_N.png,0,0,0,0,61,6,5801,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ NASALTIP_035_M_F_N_A.png,0,0,0,0,61,7,5802,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_136_M_M_N_A.png,0,0,0,0,61,8,5803,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_BM_213_134_N.png,0,0,0,0,61,9,5804,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ NASALTIP_087_M_M_N_A.png,0,0,0,0,61,10,5805,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,"images\ NASALTIP_136_M_M_N_A.png
",0,0,0,0,61,11,5806,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ RCHEEK_006_M_F_N_A.png,0,0,0,0,61,12,5807,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LIP_CFD_BF_224_002_N.png,0,0,0,0,61,13,5808,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_WF_200_099_N.png,0,0,0,0,61,14,5809,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LIP_CFD_WF_200_099_N.png,0,0,0,0,61,15,5810,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LIP_006_M_F_N_A.png,0,0,0,0,61,16,5811,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_WF_250_167_N.png,0,0,0,0,61,17,5812,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_WF_250_167_N.png,0,0,0,0,61,18,5813,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_WF_250_167_N.png,0,0,0,0,61,19,5814,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_BF_214_308_N.png,0,0,0,0,61,20,5815,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,"images\ RCHEEK_136_M_M_N_A.png
",0,0,0,0,61,21,5816,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LCHEEK_006_M_F_N_A.png,0,0,0,0,61,22,5817,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_AF_231_357_N.png,0,0,0,0,61,23,5818,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_BF_214_308_N.png,0,0,0,0,61,24,5819,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_AF_237_223_N.png,0,0,0,0,61,25,5820,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LIP_CFD_BM_213_134_N.png,0,0,0,0,61,26,5821,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,"images\ RCHEEK_CFD_AM_233_236_N.png
",0,0,0,0,61,27,5822,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_LM_201_057_N.png,0,0,0,0,61,28,5823,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_WF_002_004_N.png,0,0,0,0,61,29,5824,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_BF_214_308_N.png,0,0,0,0,61,30,5825,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,"images\ LCHEEK_136_M_M_N_A.png
",0,0,0,0,61,31,5826,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_AF_245_143_N.png,0,0,0,0,61,32,5827,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_BF_224_002_N.png,0,0,0,0,61,33,5828,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_LM_201_057_N.png,0,0,0,0,61,34,5829,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_LM_201_057_N.png,0,0,0,0,61,35,5830,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,"images\ LCHEEK_CFD_WF_002_004_N.png
",0,0,0,0,61,36,5831,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LIP_CFD_WF_250_167_N.png,0,0,0,0,61,37,5832,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,"images\ NASALTIP_CFD_AM_233_236_N.png
",0,0,0,0,61,38,5833,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_AM_233_236_N.png,0,0,0,0,61,39,5834,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_035_M_F_N_A.png,0,0,0,0,61,40,5835,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,"images\ LCHEEK_CFD_AM_233_236_N.png
",0,0,0,0,61,41,5836,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_BF_224_002_N.png,0,0,0,0,61,42,5837,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
