Task,LeftLabel,RightLabel,faceImages,RatingBlockOrder.thisRepN,RatingBlockOrder.thisTrialN,RatingBlockOrder.thisN,RatingBlockOrder.thisIndex,originalFaceTrials.thisRepN,originalFaceTrials.thisTrialN,originalFaceTrials.thisN,originalFaceTrials.thisIndex,face_image_q.started,text_2.started,text_3.started,mouse_7.started,image_3.started,slider.started,slider_2.started,text_2.stopped,text_3.stopped,mouse_7.stopped,image_3.stopped,slider.response,slider.rt,slider_2.response,slider_2.rt,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,mouse_7.time,EndText.started,Name,Gender,Age,Ethnicity,date,expName,psychopyVersion,frameRate,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_WM_212_097_N.png,0,0,0,0,46,47,4417,94,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_LM_201_057_N.png,0,0,0,0,46,48,4418,70,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LIP_035_M_F_N_A.png,0,0,0,0,46,49,4419,39,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LIP_CFD_BF_214_308_N.png,0,0,0,0,46,50,4420,46,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_BM_213_134_N.png,0,0,0,0,46,51,4421,86,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,"images\ LIP_CFD_BM_234_172_N.png
",0,0,0,0,46,52,4422,49,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_WF_200_099_N.png,0,0,0,0,46,53,4423,35,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\FOREHEAD_006_M_F_N_A.png,0,0,0,0,46,54,4424,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,"images\ LCHEEK_CFD_AM_233_236_N.png
",0,0,0,0,46,55,4425,26,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ RCHEEK_006_M_F_N_A.png,0,0,0,0,46,56,4426,76,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LIP_087_M_M_N_A.png,0,0,0,0,46,57,4427,40,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_AF_245_143_N.png,0,0,0,0,46,58,4428,82,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_AF_231_357_N.png,0,0,0,0,46,59,4429,23,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_WF_250_167_N.png,0,0,0,0,46,60,4430,74,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ RCHEEK_087_M_M_N_A.png,0,0,0,0,46,61,4431,78,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ NASALTIP_006_M_F_N_A.png,0,0,0,0,46,62,4432,57,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,"images\ LIP_136_M_M_N_A.png
",0,0,0,0,46,63,4433,41,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_LF_224_176_N.png,0,0,0,0,46,64,4434,69,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_LM_201_057_N.png,0,0,0,0,46,65,4435,89,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_LF_224_176_N.png,0,0,0,0,46,66,4436,12,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_AF_231_357_N.png,0,0,0,0,46,67,4437,4,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LIP_CFD_LM_203_026_N.png,0,0,0,0,46,68,4438,52,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LIP_CFD_WF_200_099_N.png,0,0,0,0,46,69,4439,54,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ RCHEEK_035_M_F_N_A.png,0,0,0,0,46,70,4440,77,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_BF_214_308_N.png,0,0,0,0,46,71,4441,27,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_AF_245_143_N.png,0,0,0,0,46,72,4442,25,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\FOREHEAD_136_M_M_N_A.png,0,0,0,0,46,73,4443,3,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_WM_212_097_N.png,0,0,0,0,46,74,4444,75,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_WM_212_097_N.png,0,0,0,0,46,75,4445,37,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_AF_231_357_N.png,0,0,0,0,46,76,4446,61,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LIP_CFD_WF_250_167_N.png,0,0,0,0,46,77,4447,55,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\FOREHEAD_087_M_M_N_A.png,0,0,0,0,46,78,4448,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,"images\ LIP_CFD_WF_002_004_N.png
",0,0,0,0,46,79,4449,53,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_LM_201_057_N.png,0,0,0,0,46,80,4450,13,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_LM_203_026_N.png,0,0,0,0,46,81,4451,90,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,"images\ LCHEEK_CFD_WF_002_004_N.png
",0,0,0,0,46,82,4452,34,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ NASALTIP_087_M_M_N_A.png,0,0,0,0,46,83,4453,59,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_WF_200_099_N.png,0,0,0,0,46,84,4454,73,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_WF_200_099_N.png,0,0,0,0,46,85,4455,16,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_BF_214_308_N.png,0,0,0,0,46,86,4456,84,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_LM_203_026_N.png,0,0,0,0,46,87,4457,71,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,"images\ NASALTIP_CFD_BM_234_172_N.png
",0,0,0,0,46,88,4458,68,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_LF_224_176_N.png,0,0,0,0,46,89,4459,31,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_WF_250_167_N.png,0,0,0,0,46,90,4460,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_LM_203_026_N.png,0,0,0,0,46,91,4461,14,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_AF_237_223_N.png,0,0,0,0,46,92,4462,24,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_AF_237_223_N.png,0,0,0,0,46,93,4463,5,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_BF_224_002_N.png,0,0,0,0,46,94,4464,28,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_LM_201_057_N.png,0,0,0,0,47,0,4465,32,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LIP_CFD_WF_200_099_N.png,0,0,0,0,47,1,4466,54,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,"images\ LIP_CFD_WF_002_004_N.png
",0,0,0,0,47,2,4467,53,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_BF_224_002_N.png,0,0,0,0,47,3,4468,9,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\FOREHEAD_006_M_F_N_A.png,0,0,0,0,47,4,4469,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ NASALTIP_087_M_M_N_A.png,0,0,0,0,47,5,4470,59,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_BF_214_308_N.png,0,0,0,0,47,6,4471,65,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_LM_203_026_N.png,0,0,0,0,47,7,4472,33,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,"images\ NASALTIP_136_M_M_N_A.png
",0,0,0,0,47,8,4473,60,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,"images\ LIP_CFD_BM_234_172_N.png
",0,0,0,0,47,9,4474,49,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LIP_006_M_F_N_A.png,0,0,0,0,47,10,4475,38,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_BM_234_172_N.png,0,0,0,0,47,11,4476,11,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_WM_212_097_N.png,0,0,0,0,47,12,4477,18,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LIP_CFD_AF_237_223_N.png,0,0,0,0,47,13,4478,43,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,"images\ RCHEEK_136_M_M_N_A.png
",0,0,0,0,47,14,4479,79,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LIP_CFD_LM_203_026_N.png,0,0,0,0,47,15,4480,52,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_AF_245_143_N.png,0,0,0,0,47,16,4481,25,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LIP_CFD_BF_224_002_N.png,0,0,0,0,47,17,4482,47,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_AF_237_223_N.png,0,0,0,0,47,18,4483,81,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LIP_CFD_BF_214_308_N.png,0,0,0,0,47,19,4484,46,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LIP_CFD_LF_224_176_N.png,0,0,0,0,47,20,4485,50,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_WF_200_099_N.png,0,0,0,0,47,21,4486,35,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\FOREHEAD_087_M_M_N_A.png,0,0,0,0,47,22,4487,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LIP_CFD_AF_231_357_N.png,0,0,0,0,47,23,4488,42,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LIP_CFD_WF_250_167_N.png,0,0,0,0,47,24,4489,55,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_AF_237_223_N.png,0,0,0,0,47,25,4490,62,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ RCHEEK_006_M_F_N_A.png,0,0,0,0,47,26,4491,76,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_AF_231_357_N.png,0,0,0,0,47,27,4492,4,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,"images\ LCHEEK_136_M_M_N_A.png
",0,0,0,0,47,28,4493,22,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_AF_245_143_N.png,0,0,0,0,47,29,4494,82,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_BM_213_134_N.png,0,0,0,0,47,30,4495,29,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,"images\ LIP_CFD_AM_233_236_N.png
",0,0,0,0,47,31,4496,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_WF_250_167_N.png,0,0,0,0,47,32,4497,93,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ NASALTIP_006_M_F_N_A.png,0,0,0,0,47,33,4498,57,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_BM_213_134_N.png,0,0,0,0,47,34,4499,10,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_LF_224_176_N.png,0,0,0,0,47,35,4500,69,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_AM_233_236_N.png,0,0,0,0,47,36,4501,7,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_WM_212_097_N.png,0,0,0,0,47,37,4502,94,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\FOREHEAD_035_M_F_N_A.png,0,0,0,0,47,38,4503,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_BF_224_002_N.png,0,0,0,0,47,39,4504,85,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LIP_035_M_F_N_A.png,0,0,0,0,47,40,4505,39,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_WM_212_097_N.png,0,0,0,0,47,41,4506,75,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_BF_214_308_N.png,0,0,0,0,47,42,4507,27,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_BM_213_134_N.png,0,0,0,0,47,43,4508,86,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LIP_CFD_BM_213_134_N.png,0,0,0,0,47,44,4509,48,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,"images\ LCHEEK_CFD_AM_233_236_N.png
",0,0,0,0,47,45,4510,26,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,"images\ RCHEEK_CFD_WF_002_004_N.png
",0,0,0,0,47,46,4511,91,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_BF_214_308_N.png,0,0,0,0,47,47,4512,8,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LCHEEK_087_M_M_N_A.png,0,0,0,0,47,48,4513,21,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_BM_213_134_N.png,0,0,0,0,47,49,4514,67,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_BF_224_002_N.png,0,0,0,0,47,50,4515,66,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_BF_224_002_N.png,0,0,0,0,47,51,4516,28,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_WF_200_099_N.png,0,0,0,0,47,52,4517,92,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ RCHEEK_035_M_F_N_A.png,0,0,0,0,47,53,4518,77,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,"images\ RCHEEK_CFD_AM_233_236_N.png
",0,0,0,0,47,54,4519,83,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LCHEEK_006_M_F_N_A.png,0,0,0,0,47,55,4520,19,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_LM_203_026_N.png,0,0,0,0,47,56,4521,71,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_LM_203_026_N.png,0,0,0,0,47,57,4522,90,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_BF_214_308_N.png,0,0,0,0,47,58,4523,84,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_WF_200_099_N.png,0,0,0,0,47,59,4524,16,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_WF_002_004_N.png,0,0,0,0,47,60,4525,15,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LIP_CFD_LM_201_057_N.png,0,0,0,0,47,61,4526,51,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,"images\ NASALTIP_CFD_BM_234_172_N.png
",0,0,0,0,47,62,4527,68,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
